NÚMERO DO PROTOCOLO,FINALIZAÇÃO,TMO ORIGINAL,TMO AJUSTADO
20250314-009-2781910,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250314-009-2781628,ATUALIZADO,0 days 00:02:26,0 days 00:03:00
20250523-009-3420782,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250317-009-2793804,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250602-009-3516203,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250616-009-3668082,CADASTRADO,0 days 00:13:10,0 days 00:20:00
20250612-009-3642124,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250604-009-3549574,ATUALIZADO,0 days 00:23:54,0 days 00:15:00
20250211-009-2518614,CADASTRADO,0 days 00:08:52,0 days 00:20:00
20250606-009-3579058,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250520-009-3379935,CADASTRADO,0 days 00:11:57,0 days 00:20:00
20250430-009-3188054,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250529-009-3482835,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250211-009-2527745,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250422-009-3109485,ATUALIZADO,0 days 00:16:20,0 days 00:15:00
20250616-009-3674664,ATUALIZADO,0 days 00:01:51,0 days 00:03:00
20250606-009-3576951,CADASTRADO,0 days 00:14:42,0 days 00:20:00
20250612-009-3647091,CADASTRADO,0 days 00:17:07,0 days 00:20:00
20250410-009-3020860,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250312-009-2766081,ATUALIZADO,0 days 00:16:15,0 days 00:15:00
20250603-009-3531796,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250422-009-3116743,CADASTRADO,0 days 00:09:24,0 days 00:20:00
20250311-009-2745346,ATUALIZADO,0 days 00:18:39,0 days 00:15:00
20250624-009-3751775,ATUALIZADO,0 days 00:01:32,0 days 00:03:00
20250624-009-3751743,CADASTRADO,0 days 00:18:48,0 days 00:20:00
20250509-009-3273929,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250402-009-2942340,ATUALIZADO,0 days 00:50:56,0 days 00:15:00
20250410-009-3018343,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250407-009-2986979,ATUALIZADO,0 days 02:01:31,0 days 02:00:00
20250314-009-2781902,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250428-009-3168206,ATUALIZADO,0 days 00:02:08,0 days 00:03:00
20250225-009-2654475,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250401-009-2923846,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250531-009-3508131,CADASTRADO,0 days 00:00:17,0 days 00:20:00
20250611-009-3625068,ATUALIZADO,0 days 00:01:39,0 days 00:03:00
20250224-009-2639594,CADASTRADO,0 days 00:10:03,0 days 00:20:00
20250403-009-2958830,ATUALIZADO,0 days 00:16:14,0 days 00:15:00
20250604-009-3550000,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250224-009-2641009,ATUALIZADO,0 days 03:04:23,0 days 02:00:00
20250404-009-2964124,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250423-009-3118265,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250616-009-3668086,CADASTRADO,0 days 00:10:39,0 days 00:20:00
20250411-009-3032219,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250422-009-3106837,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250613-009-3657814,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250529-009-3482786,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250516-009-3351343,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250206-009-2479206,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250311-009-2749533,ATUALIZADO,0 days 00:15:54,0 days 00:15:00
20250624-009-3762387,CADASTRADO,0 days 00:17:45,0 days 00:20:00
20250416-009-3079591,ATUALIZADO,0 days 00:01:48,0 days 00:03:00
20250620-009-3721478,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250224-009-2639581,CADASTRADO,0 days 00:11:08,0 days 00:20:00
20250218-009-2586411,CADASTRADO,0 days 00:09:08,0 days 00:20:00
20250428-009-3168065,CADASTRADO,0 days 00:17:54,0 days 00:20:00
20250620-009-3721874,ATUALIZADO,0 days 00:01:37,0 days 00:03:00
20250224-009-2641049,CADASTRADO,0 days 00:18:40,0 days 00:20:00
20250203-009-2444569,CADASTRADO,0 days 00:18:28,0 days 00:20:00
20250611-009-3624357,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250624-009-3753199,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250410-009-3024299,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250428-009-3168207,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250325-009-2861964,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250620-009-3721501,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250220-009-2607538,ATUALIZADO,0 days 00:15:58,0 days 00:15:00
20250414-009-3049442,ATUALIZADO,0 days 00:25:09,0 days 00:15:00
20250331-009-2911028,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250305-009-2703946,CADASTRADO,0 days 00:12:29,0 days 00:20:00
20250206-009-2484391,CADASTRADO,0 days 00:16:14,0 days 00:20:00
20250506-009-3233363,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250616-009-3673082,ATUALIZADO,0 days 00:01:35,0 days 00:03:00
20250313-009-2769112,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250320-009-2831050,CADASTRADO,0 days 00:09:51,0 days 00:20:00
20250509-009-3281231,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250609-009-3601350,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250623-009-3733799,CADASTRADO,0 days 00:13:13,0 days 00:20:00
20250612-009-3642126,ATUALIZADO,0 days 00:01:40,0 days 00:03:00
20250604-009-3549544,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250522-009-3406717,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250626-009-3785560,ATUALIZADO,0 days 00:02:15,0 days 00:03:00
20250612-009-3639873,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250628-009-3809335,CADASTRADO,0 days 00:14:41,0 days 00:20:00
20250221-009-2622233,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250627-009-3791988,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250326-009-2877561,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250618-009-3698332,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250624-009-3763106,CADASTRADO,0 days 00:05:35,0 days 00:20:00
20250317-009-2793975,CADASTRADO,0 days 00:10:35,0 days 00:20:00
20250210-009-2510831,CADASTRADO,0 days 00:12:12,0 days 00:20:00
20250616-009-3671045,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250417-009-3096488,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250217-009-2575941,ATUALIZADO,0 days 00:01:24,0 days 00:03:00
20250205-009-2465798,ATUALIZADO,0 days 00:17:01,0 days 00:15:00
20250526-009-3451370,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250324-009-2852690,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250510-009-3282563,CADASTRADO,0 days 00:10:32,0 days 00:20:00
20250410-009-3018349,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250606-009-3577572,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250612-009-3639860,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250602-009-3513657,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250225-009-2654454,CADASTRADO,0 days 00:15:33,0 days 00:20:00
20250401-009-2923836,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250402-009-2941453,ATUALIZADO,0 days 00:20:22,0 days 00:15:00
20250408-009-2992460,CADASTRADO,0 days 00:15:41,0 days 00:20:00
20250211-009-2518623,CADASTRADO,0 days 00:13:00,0 days 00:20:00
20250320-009-2830510,ATUALIZADO,0 days 00:02:11,0 days 00:03:00
20250617-009-3684532,ATUALIZADO,0 days 00:01:55,0 days 00:03:00
20250506-009-3233046,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250620-009-3721534,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250328-009-2894065,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250610-009-3608413,ATUALIZADO,0 days 00:01:38,0 days 00:03:00
20250417-009-3092651,CADASTRADO,0 days 00:12:05,0 days 00:20:00
20250424-009-3138075,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250310-009-2740181,ATUALIZADO,0 days 00:17:15,0 days 00:15:00
20250110-009-2261979,CADASTRADO,0 days 02:00:18,0 days 02:00:00
20250414-009-3049435,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250508-009-3259873,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250516-009-3346555,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250305-009-2703945,CADASTRADO,0 days 00:15:25,0 days 00:20:00
20250224-009-2639572,CADASTRADO,0 days 00:13:55,0 days 00:20:00
20250520-009-3385936,ATUALIZADO,0 days 00:01:58,0 days 00:03:00
20250507-009-3245443,CADASTRADO,0 days 00:11:37,0 days 00:20:00
20250227-009-2675460,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250612-009-3642348,ATUALIZADO,0 days 00:15:44,0 days 00:15:00
20250528-009-3471511,CADASTRADO,0 days 00:17:40,0 days 00:20:00
20250313-009-2769095,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250529-009-3484051,ATUALIZADO,0 days 00:20:43,0 days 00:15:00
20250516-009-3354408,ATUALIZADO,0 days 00:21:20,0 days 00:15:00
20250526-009-3441575,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250606-009-3578733,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250407-009-2986167,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250515-009-3334603,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250618-009-3697784,CADASTRADO,0 days 00:16:56,0 days 00:20:00
20250318-009-2814085,CADASTRADO,0 days 00:16:44,0 days 00:20:00
20250227-009-2670348,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250328-009-2894023,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250624-009-3750301,CADASTRADO,0 days 00:14:41,0 days 00:20:00
20250604-009-3551715,ATUALIZADO,0 days 00:01:26,0 days 00:03:00
20250311-009-2746726,ATUALIZADO,0 days 00:27:09,0 days 00:15:00
20250516-009-3351333,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250325-009-2872662,CADASTRADO,0 days 00:03:15,0 days 00:20:00
20250407-009-2983679,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250320-009-2828255,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250404-009-2972247,ATUALIZADO,0 days 00:01:58,0 days 00:03:00
20250425-009-3146327,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250213-009-2547234,CADASTRADO,0 days 02:13:18,0 days 02:00:00
20250224-009-2639577,CADASTRADO,0 days 00:14:10,0 days 00:20:00
20250627-009-3792951,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250623-009-3742029,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250606-009-3583489,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250529-009-3482798,ATUALIZADO,0 days 00:16:35,0 days 00:15:00
20250220-009-2617130,ATUALIZADO,0 days 00:15:02,0 days 00:15:00
20250508-009-3256966,CADASTRADO,0 days 00:11:36,0 days 00:20:00
20250114-009-2281376,CADASTRADO,0 days 03:13:54,0 days 02:00:00
20250416-009-3075166,CADASTRADO,0 days 00:11:18,0 days 00:20:00
20250328-009-2895521,CADASTRADO,0 days 00:15:27,0 days 00:20:00
20250605-009-3564101,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250327-009-2884359,ATUALIZADO,0 days 00:01:41,0 days 00:03:00
20250508-009-3259910,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250321-009-2838543,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250225-009-2650868,CADASTRADO,0 days 00:01:23,0 days 00:20:00
20250321-009-2839811,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250608-009-3588712,CADASTRADO,0 days 00:00:21,0 days 00:20:00
20250310-009-2740589,CADASTRADO,0 days 00:10:02,0 days 00:20:00
20250510-009-3282549,CADASTRADO,0 days 00:12:07,0 days 00:20:00
20250424-009-3140959,CADASTRADO,0 days 00:09:58,0 days 00:20:00
20250617-009-3684470,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250612-009-3642544,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250616-009-3671015,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250627-009-3801541,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250529-009-3487158,CADASTRADO,0 days 00:10:56,0 days 00:20:00
20250528-009-3477015,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250512-009-3291918,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250207-009-2497059,CADASTRADO,0 days 00:17:59,0 days 00:20:00
20250204-009-2456565,ATUALIZADO,0 days 00:43:59,0 days 00:15:00
20250219-009-2599984,CADASTRADO,0 days 00:15:51,0 days 00:20:00
20250620-009-3719671,CADASTRADO,0 days 00:12:20,0 days 00:20:00
20250410-009-3026730,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250506-009-3233352,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250423-009-3118257,CADASTRADO,0 days 00:17:57,0 days 00:20:00
20250423-009-3121004,CADASTRADO,0 days 00:14:26,0 days 00:20:00
20250321-009-2839858,ATUALIZADO,0 days 00:15:09,0 days 00:15:00
20250312-009-2759542,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250327-009-2884387,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250513-009-3308599,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250221-009-2624610,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250606-009-3579066,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250610-009-3609116,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250602-009-3513676,ATUALIZADO,0 days 00:15:58,0 days 00:15:00
20250328-009-2900639,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250416-009-3084673,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250320-009-2827913,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250604-009-3549527,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250506-009-3240034,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250328-009-2892842,CADASTRADO,0 days 00:12:26,0 days 00:20:00
20250404-009-2964138,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250618-009-3698336,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250523-009-3420191,CADASTRADO,0 days 00:13:50,0 days 00:20:00
20250407-009-2987378,CADASTRADO,0 days 00:07:20,0 days 00:20:00
20250319-009-2824492,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250313-009-2769134,ATUALIZADO,0 days 00:00:12,0 days 00:03:00
20250415-009-3061906,ATUALIZADO,2 days 22:22:22,0 days 02:00:00
20250523-009-3429870,CADASTRADO,0 days 00:17:12,0 days 00:20:00
20250519-009-3370782,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250318-009-2813650,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250328-009-2900505,CADASTRADO,0 days 00:15:00,0 days 00:20:00
20250213-009-2552325,CADASTRADO,0 days 00:00:01,0 days 00:20:00
20250529-009-3482788,ATUALIZADO,0 days 00:17:34,0 days 00:15:00
20250512-009-3290832,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250528-009-3468732,CADASTRADO,0 days 00:13:04,0 days 00:20:00
20250531-009-3506813,CADASTRADO,0 days 00:01:24,0 days 00:20:00
20250523-009-3431132,ATUALIZADO,0 days 00:01:55,0 days 00:03:00
20250610-009-3609105,ATUALIZADO,0 days 00:01:48,0 days 00:03:00
20250418-009-3099062,CADASTRADO,0 days 00:12:40,0 days 00:20:00
20250327-009-2885568,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250616-009-3668268,CADASTRADO,0 days 00:16:10,0 days 00:20:00
20250403-009-2953989,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250328-009-2895522,CADASTRADO,0 days 00:10:49,0 days 00:20:00
20250328-009-2894035,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250410-009-3018529,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250114-009-2281369,ATUALIZADO,0 days 00:17:31,0 days 00:15:00
20250225-009-2654476,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250417-009-3091453,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250620-009-3721517,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250331-009-2904131,CADASTRADO,0 days 00:08:37,0 days 00:20:00
20250529-009-3488074,ATUALIZADO,0 days 00:01:58,0 days 00:03:00
20250529-009-3483740,CADASTRADO,0 days 00:18:57,0 days 00:20:00
20250320-009-2830518,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250327-009-2891860,CADASTRADO,0 days 00:10:05,0 days 00:20:00
20250606-009-3583491,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250424-009-3140702,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250524-009-3434879,ATUALIZADO,0 days 00:00:52,0 days 00:03:00
20250617-009-3686155,ATUALIZADO,0 days 00:01:25,0 days 00:03:00
20250613-009-3663016,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250306-009-2710200,ATUALIZADO,0 days 00:01:47,0 days 00:03:00
20250320-009-2830531,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250507-009-3245421,CADASTRADO,0 days 00:10:37,0 days 00:20:00
20250325-009-2868143,ATUALIZADO,0 days 00:15:14,0 days 00:15:00
20250520-009-3378496,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250404-009-2972260,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250409-009-3002568,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250616-009-3668083,CADASTRADO,0 days 00:11:54,0 days 00:20:00
20250311-009-2742482,CADASTRADO,0 days 00:11:15,0 days 00:20:00
20250506-009-3231626,CADASTRADO,0 days 00:11:16,0 days 00:20:00
20250620-009-3728511,ATUALIZADO,0 days 00:02:26,0 days 00:03:00
20250506-009-3240044,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250527-009-3460146,CADASTRADO,0 days 00:09:27,0 days 00:20:00
20250521-009-3401091,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250529-009-3488099,ATUALIZADO,0 days 00:02:08,0 days 00:03:00
20250530-009-3504963,ATUALIZADO,0 days 00:18:09,0 days 00:15:00
20250610-009-3606714,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250306-009-2710938,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250610-009-3614928,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250623-009-3743761,CADASTRADO,0 days 00:11:15,0 days 00:20:00
20250404-009-2964155,ATUALIZADO,0 days 00:17:03,0 days 00:15:00
20250506-009-3233041,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250626-009-3776373,CADASTRADO,0 days 00:10:36,0 days 00:20:00
20250430-009-3189295,ATUALIZADO,0 days 00:16:04,0 days 00:15:00
20250429-009-3174293,ATUALIZADO,0 days 00:44:51,0 days 00:15:00
20250320-009-2831057,ATUALIZADO,0 days 00:01:50,0 days 00:03:00
20250609-009-3595673,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250614-009-3664672,CADASTRADO,0 days 00:04:19,0 days 00:20:00
20250328-009-2895414,ATUALIZADO,0 days 00:25:05,0 days 00:15:00
20250604-009-3549519,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250325-009-2863728,ATUALIZADO,0 days 00:01:46,0 days 00:03:00
20250617-009-3692307,CADASTRADO,0 days 00:00:01,0 days 00:20:00
20250623-009-3741941,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250422-009-3115745,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250402-009-2944025,CADASTRADO,0 days 00:00:00,0 days 00:20:00
20250324-009-2856558,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250515-009-3334588,ATUALIZADO,0 days 00:02:07,0 days 00:03:00
20250609-009-3589844,CADASTRADO,0 days 00:10:29,0 days 00:20:00
20250506-009-3238863,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250602-009-3529657,ATUALIZADO,0 days 00:22:55,0 days 00:15:00
20250417-009-3096487,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250409-009-3000451,CADASTRADO,0 days 00:16:54,0 days 00:20:00
20250415-009-3061876,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250407-009-2978234,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250507-009-3249950,ATUALIZADO,0 days 00:29:09,0 days 00:15:00
20250622-009-3731990,CADASTRADO,0 days 00:10:58,0 days 00:20:00
20250519-009-3361093,ATUALIZADO,0 days 00:01:46,0 days 00:03:00
20250404-009-2964524,ATUALIZADO,0 days 00:15:25,0 days 00:15:00
20250423-009-3121570,ATUALIZADO,0 days 01:07:10,0 days 00:15:00
20250609-009-3593208,ATUALIZADO,0 days 00:01:53,0 days 00:03:00
20250312-009-2759590,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250514-009-3321775,CADASTRADO,0 days 00:09:01,0 days 00:20:00
20250617-009-3684501,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250404-009-2970487,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250413-009-3045855,ATUALIZADO,0 days 00:16:57,0 days 00:15:00
20250424-009-3140692,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250603-009-3529768,CADASTRADO,0 days 00:07:25,0 days 00:20:00
20250506-009-3233037,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250327-009-2884347,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250530-009-3497052,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250212-009-2530117,CADASTRADO,0 days 00:11:19,0 days 00:20:00
20250627-009-3791979,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250512-009-3291919,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250609-009-3602076,CADASTRADO,0 days 03:42:34,0 days 02:00:00
20250417-009-3092648,CADASTRADO,0 days 00:11:10,0 days 00:20:00
20250612-009-3647815,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250517-009-3356817,ATUALIZADO,0 days 00:18:02,0 days 00:15:00
20250325-009-2868463,ATUALIZADO,0 days 00:01:42,0 days 00:03:00
20250313-009-2770278,CADASTRADO,0 days 00:16:21,0 days 00:20:00
20250611-009-3625573,CADASTRADO,0 days 00:11:59,0 days 00:20:00
20250317-009-2794300,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250612-009-3639869,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250526-009-3441158,CADASTRADO,0 days 00:16:15,0 days 00:20:00
20250513-009-3306137,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250314-009-2785628,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250625-009-3765368,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250310-009-2733073,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250609-009-3593180,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250331-009-2904956,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250530-009-3498052,CADASTRADO,0 days 00:16:50,0 days 00:20:00
20250530-009-3498107,CADASTRADO,0 days 00:18:18,0 days 00:20:00
20250506-009-3233051,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250314-009-2781933,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250505-009-3218585,CADASTRADO,0 days 00:16:52,0 days 00:20:00
20250524-009-3435192,CADASTRADO,0 days 00:04:00,0 days 00:20:00
20250612-009-3639167,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250319-009-2824756,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250409-009-3004886,CADASTRADO,0 days 00:11:30,0 days 00:20:00
20250612-009-3639921,ATUALIZADO,0 days 00:01:58,0 days 00:03:00
20250408-009-2992441,CADASTRADO,0 days 00:13:49,0 days 00:20:00
20250210-009-2507258,CADASTRADO,0 days 00:10:56,0 days 00:20:00
20250428-009-3160160,CADASTRADO,0 days 00:08:53,0 days 00:20:00
20250516-009-3354784,CADASTRADO,0 days 00:04:59,0 days 00:20:00
20250328-009-2900643,ATUALIZADO,0 days 00:02:03,0 days 00:03:00
20250612-009-3642541,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250409-009-3008625,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250525-009-3435850,CADASTRADO,0 days 00:03:42,0 days 00:20:00
20250526-009-3451968,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250228-009-2688333,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250604-009-3549582,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250620-009-3721554,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250619-009-3711063,ATUALIZADO,0 days 00:39:30,0 days 00:15:00
20250320-009-2827920,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250423-009-3128707,ATUALIZADO,0 days 00:20:15,0 days 00:15:00
20250317-009-2794308,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250523-009-3432488,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250416-009-3079583,ATUALIZADO,0 days 00:01:55,0 days 00:03:00
20250603-009-3532378,ATUALIZADO,0 days 00:00:19,0 days 00:03:00
20250322-009-2846333,CADASTRADO,0 days 00:11:43,0 days 00:20:00
